membership:pair_set_id	pair
ALL	4a4ec9eb-d594-449b-adfb-703ac1f25bb5_d0c936dc-7e89-47c4-81df-3fc37c4a268d
ALL	f0f721b2-edab-49c9-b271-2204878c2ae5_382c936b-f42d-4bea-9608-5f1ae2f466e0
ALL	87b7ed22-4fe1-4539-8c37-ab085e2cb9c1_78edef8e-d795-49b2-951e-d0080243f928
ALL	3c3da068-a62f-43c9-91c7-41ead1ca7f75_c87bdd1e-159c-4d83-b66a-d5dc2672c82b
ALL	981e7677-6bde-4617-8c24-732d606b81e4_7cfc51aa-08cd-426a-824f-1ccab2d97955
ALL	57f7a91d-c569-433f-ae21-8a22e5d187bf_75f6893d-b88d-4ca6-b4bd-bdbb78c827cc
ALL	ee7d5c16-fb34-4500-87f4-c920f797d9f5_8e57f81d-75f5-4324-bed6-91d4f054c9a5
ALL	8c53c83d-85c8-49b5-8838-cb0585c894b2_3e692b58-102a-4f00-9dac-fb9eee61c2f6
ALL	1b8c379e-26d3-4dbc-a626-1d4d0819bf0e_b91137c2-6142-4fc2-8e7b-d73f31a14699
ALL	ae00d18f-7117-4cfb-a306-168f1f5d493a_9def90ff-3da7-4dba-9887-d4352204c7b4
ALL	6ae6b10a-fc2b-4c6e-a30e-0299c22ac042_1d785f52-beff-4dcc-b89e-4d1da10fa7c2
ALL	38875e85-5516-4775-a4b1-9b2b7ef4d732_69d42faf-a8f7-4a46-a9a1-5488028454f1
ALL	207be628-ffc8-4eb6-88b3-1705a3ee2ab5_dee0d3a7-7744-4174-9f86-2d0340cd7793
ALL	0918328b-5726-4429-a7dc-bb4d4869575b_7e548279-f39d-4d78-bc5e-9b70e1886368
ALL	3385e66c-5764-4260-929f-b653a23c7afb_457b8886-f5d6-41a5-b818-af3315173cb7
ALL	7be971a8-031f-4dc0-a883-e1976f74eb21_6cc92d70-b42b-488d-8401-a8d10431f24b
ALL	29d36fc7-e849-42aa-bcc8-2fd9f7c9e24e_375a1be8-2b04-424d-aec1-64430283642a
ALL	e0a6f11c-2efb-4965-bb16-c41c09f3aafe_7c9b685f-a33b-468d-9663-4693110b08bf
ALL	cd81e8c8-2526-4427-a1db-6ce6bff105e6_358170c2-998a-4857-b67b-8fa9c4f42ca0
